"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"The Good Spot, Inc.","The Good Spot Inc","193 W. Euclid Ave.","Lewistown","IL","61542","Fulton","120710557","Establishment","10/24/2013",
"THE GOULD VAULT, LLC","THE GOULD VAULT","618 GOULD ST","BEECHER","IL","60401","Will","170701499","Establishment","08/24/2017",
"THE GRAND OLD MILL LTD.","GRAND OLD MILL","7514 BARNARD MILL RD","WONDER LAKE","IL","60097","Mchenry","130702685","Establishment","11/21/2013",
"THE GRAPE ESCAPE, INC.","THE GRAPE ESCAPE","242 N MAIN STREET","GALENA","IL","61036","Jo Daviess","150703704","Establishment","10/07/2016",
"The Great Escape On Irving, inc.","The Great Escape","9540 Irving Park Road","Schiller Park","IL","601761924","Cook","140701584","Establishment","08/21/2014",
"The Handlebar Pizza And Pub Incorporated","The Handlebar Pizza And Pub Incorporated","304 S. Main Street","Jacksonville","IL","62650","Morgan","180702745","Establishment","09/14/2018",
"The Hangover Tap, LLC","The Hangover Tap","101 Jefferson St","Hanover","IL","61041","Jo Daviess","180702153","Establishment","01/30/2019",
"The Heights Bar, LLC","THE HEIGHTS BAR, LLC","6436 W MONTROSE","HARWOOD HEIGHTS","IL","60706","Cook","180703565","Establishment","04/18/2019",
"THE HIDEAWAY INN LLC","THE HIDEAWAY INN","10331 N MAIN STREET","RICHMOND","IL","60071","Mchenry","190701065","Establishment","08/08/2019",
"THE HIDEOUT 137 LLC","THE HIDEOUT","4755 WEST 137th STREET","CRESTWOOD","IL","60418","Cook","160702096","Establishment","04/21/2017",
"THE HIDEOUT GAMING LOUNGE LLC","THE HIDEOUT GAMING LOUNGE LLC","2810 4th Street","Peru","IL","61354","La Salle","180702647","Establishment","11/02/2018",
"The Highlands Pub Inc.","The Highlands Pub","176 W. Main St","Bradford","IL","61421","Stark","160700596","Establishment","07/20/2016",
"The Hill, LLC","The Hill LLC","20006 E. 400th Ave.","Willow Hill","IL","62480","Jasper","160703182","Establishment","12/14/2016",
"THE HILLTOP AT MENOMINEE, LLC","The Hilltop at Menominee","16680 HIGHWAY 20 WEST","East Dubuque","IL","61025","Jo Daviess","150700114","Establishment","07/23/2015",
"The Hop Brewery LLC","The Hop Brewery LLC","203, 204, 206 West Market Street","Christopher","IL","62822","Franklin","170702230","Establishment","11/16/2017",
"THE HOT CORNER INC.","The Hot Corner","4913 W 95TH ST","Oak Lawn","IL","60453","Cook","120706057","Establishment","03/20/2013",
"The Ice House of Champaign, IL, LLC","The Ice House","703 N. Prospect Ave.","Champaign","IL","61820","Champaign","190700859","Establishment","08/08/2019",
"The Ice House of Mattoon, Inc. ","Triple Nickel Saloon","1800 Dewitt Ave.","Mattoon","IL","61938","Coles","140700154","Establishment","06/26/2014",
"The Idler Corporation","Dakota Inn","12119 south Pulaski","Alsip","IL","60803","Cook","120701209","Establishment","10/18/2012",
"The Izaguirre Corporation","La Aduana Checkpoint Sport Bar","6736 Cermak Rd","Berwyn","IL","60402","Cook","120706444","Establishment","06/20/2013",
"The Juicy Peanut Bar & Grill, Inc.","The Juicy Peanut Bar & Grill","724 West Main Street","Mascoutah","IL","62258","St. Clair","120712377","Establishment","10/24/2013",
"The Kangley Inn, Inc.","The Kangley Inn Inc.","4509 Section St.","Kangley","IL","61364","La Salle","120704489","Establishment","01/24/2013",
"THE KEG INCORPORATED","THE KEG","2028 S 11TH ST","SPRINGFIELD","IL","62703","Sangamon","130701779","Establishment","10/24/2013",
"THE KEYS ON LAKE CARLYLE, INC.","THE KEYS ON LAKE CARLYLE, INC.","712 MAIN ST","KEYESPORT","IL","62253","Clinton","120710645","Establishment","07/18/2013",
"The Korner Store, LLC","The Korner Store, LLC","2116 School St.","Hillsboro","IL","62049","Montgomery","170701125","Establishment","06/28/2017",
"The Korner Store, LLC","The Korner Store Too","106 N Superior St","Ramsey","IL","62080","Fayette","190700767","Establishment","06/13/2019",
"The L'Erable Corporation, Inc.","The Longbranch","2713 N 1500 E Rd","Clifton","IL","60927","Iroquois","140701489","Establishment","05/29/2014",
"The Last Chance Saloon LLC","The Last Chance Saloon","102 S. Church Street","Millington","IL","60537","Kendall","180701071","Establishment","09/14/2018",
"The Lemont Group, LLC","Hughie's Irish Pub","118 E. Stephens Street","Lemont","IL","60439","Cook","180700513","Establishment","11/02/2018",
"The Library Bar, Inc.","The Library Bar","131 E. Marsile","Bourbonnais","IL","60914","Kankakee","130700634","Establishment","09/19/2013",
"The Lincoln Springs Center, LLC","The Station Saloon","1611 Morrissey Drive Unit 1","Bloomington","IL","61704","McLean","160701632","Establishment","08/31/2016",
"THE LOADED BUFFALO BAR AND GRILL INC.","THE ORIGINAL SUNDANCE SALOON","2061 W. Maple Ave","Mundelein","IL","60060","Lake","160701839","Establishment","07/20/2016",
"THE LOCKPORT STAGECOACH, LLC","THE STAGECOACH","1028 S STATE STREET","LOCKPORT","IL","60441","Will","190700841","Establishment","06/13/2019",
"The Lodge of Antioch, LTD.","The Lodge of Antioch","899 Main Street","Antioch","IL","60002","Lake","120706469","Establishment","09/19/2013",
"The Lost-Ant, Inc.","The Lost-Ant Inc","1422 N US Highway 251","Lostant","IL","61334","La Salle","140702276","Establishment","06/26/2014",
"THE LOUNGE GROUP LLC","The Lounge","103 N. 7th Street","Wyoming","IL","61491","Stark","170703687","Establishment","09/14/2018",
"The Lucky Lager LLC","The Lucky Lager","100 E. Cooke St","Mount Pulaski","IL","62548","Logan","170703726","Establishment","02/09/2018",
"THE LUCKY LEPRECHAUN, LTD.","LUCKY LEPRECHAUN ","828 1st Street","La Salle","IL","61301","La Salle","140701733","Establishment","05/29/2014",
"The Midwest Pizza Corp.","Papa's Pizza Place","8258 S Janes","Woodridge","IL","60517","Dupage","150702471","Establishment","09/22/2015",
"The Mill Wheel Tavern, LLC","Mill Wheel Tavern","337 N. Main Ave.","Milledgeville","IL","61051","Carroll","170700467","Establishment","05/25/2017",
"THE MOKENA INN, INC.","LITTLE AL'S","11034 FRONT STREET","MOKENA","IL","60448","Will","120711432","Establishment","08/22/2013",
"THE MOOD, INC.","The Mood","7157 S. Willow Springs Road","Countryside","IL","60525","Cook","130705211","Establishment","02/26/2014",
"THE MOUNT GREENWOOD CATERING COMPANY","TRAVERSO'S RESTAURANT","15601 S. HARLEM AVE.","ORLAND PARK","IL","60462","Cook","180702934","Establishment","12/12/2018",
"The Neponset Oasis, LLC","The Neponset Oasis","402 W. Bureau St.","Neponset","IL","61345","Bureau","120710164","Establishment","07/18/2013",
"The New Oakley Inn of Streator, Inc.","The New Oakley Inn of Streator","301 Oakley Ave","Streator","IL","61364","La Salle","120707638","Establishment","06/20/2013",
"The New Peoria Puff, Inc.","Judge's Chamber","514 Main St.","Peoria","IL","61602","Peoria","120707903","Establishment","02/21/2013",
"The Nite Deposit, Inc.","The Nite Deposit","28 E Main Street","Mascoutah","IL","62258","St. Clair","120708139","Establishment","05/23/2013",
"The No Problem Pub, Inc.","No Problem Pub","204 S LaSalle St","Tonica","IL","61370","La Salle","120705442","Establishment","07/18/2013",
"The Nora Bar, Inc.","The Nora Bar","110 South St","Nora","IL","61059","Jo Daviess","120706765","Establishment","01/24/2013",
"The Nubby Eagle, LLC","The Pregame","1491 Camp Jackson Road","Cahokia","IL","62206","St. Clair","180700656","Establishment","09/14/2018",
"The Office Bar and Grill","The Office Bar & Grill","123 S Main Street","Red Bud","IL","62278","Randolph","130704565","Establishment","05/29/2014",
"THE OFFICE PUB, INC.","THE OFFICE PUB, INC.","105 EAST JEFFERSON STREET","EFFINGHAM","IL","62401","Effingham","120700600","Establishment","08/16/2012",
"The Office Sports Bar & Grill, Inc.","The Office Sports Bar & Grill","1919 West Iles","Springfield","IL","62704","Sangamon","120705591","Establishment","07/18/2013",
"THE OLDE BOWLING ALLEY, INC.","THE OLDE BOWL","300 SOUTH SPRESSER STREET","TAYLORVILLE","IL","62568","Christian","120704004","Establishment","10/18/2012",
"THE ORCHARDS GOLF CLUB, LLC","ORCHARDS GOLF COURSE","1499 GOLF COURSE DRIVE","BELLEVILLE","IL","62220","St. Clair","190700626","Establishment","08/08/2019",
"The Original Mr. Beef of Orland Park, Inc.","The Original Mr. Beef","12320 W 143rd Street","Homer Glen","IL","60491","Will","150700002","Establishment","04/23/2015",
"The Other Wright, Inc.","Just Left Inn","2163 S. 15th Street","Springfield","IL","62703","Sangamon","120702100","Establishment","02/21/2013",
"The Outlet, Inc.","Smokin' Joe's Tobacco & Liquor Outlet #19","230 10th Ave W","Milan","IL","61264","Rock Island","180700251","Establishment","05/24/2018",
"The Outpost Pub & Grill, Inc.","Morgan's of Lockport","14929 s. Archer","Lockport","IL","60441","Will","120701462","Establishment","10/18/2012",
"The Parkside Grill and Lounge, Inc.","The Parkside Grill and Lounge","2307 5th Ave.","Moline","IL","61265","Rock Island","150701899","Establishment","07/23/2015",
"The Patroons Mexican Restaurant Inc.","The Patroons Mexican Restaurant","4005 W Kane Ave.","MCHenry","IL","60050","Mchenry","150703614","Establishment","04/21/2016",
"The Peoples Choice Entertainment, Inc.","The Peoples Choice Family Fun Center","2411 Grand Ave.","Waukegan","IL","60085","Lake","120708639","Establishment","05/23/2013",
"The Peoples Choice Entertainment, Inc.","Rocky's Pizzeria - MLK","2501 Martin Luthert King Jr. Drive","North Chicago","IL","60064","Lake","140701485","Establishment","03/26/2015",
"The Petroleum Club of Olney","The Petroleum Club of Olney","1003 W Main Street","Olney","IL","62450","Richland","120702107","Establishment","01/15/2014",
"The Pines Supper Club, Inc.","Pines","1555 Illinois Rt. 23","Streator","IL","61364","La Salle","140702763","Establishment","10/27/2014",
"THE PINK TAVERN, INC.","PINK TAVERN","HWY 96 BLOCK 901 ","Lomax","IL","61454","Henderson","130700155","Establishment","11/21/2013",
"The Piscateers, Inc.","Piscateers","718 E. 142nd St.","DOLTON","IL","60419","Cook","130705839","Establishment","02/26/2014",
"The Pizza Join Biz, LLC","The Pizza Joint","311 W Depot Street #G","Antioch","IL","60002","Lake","160702472","Establishment","08/31/2016",
"The Polish Pub, Inc.","The Polish Pub, Inc.","2301 4th Ave","Rock Island","IL","61201","Rock Island","120702262","Establishment","12/20/2012",
"The Pour House Bar & Grill, Inc.","The Pour House Bar & Grill","754 State Route 13","Marissa","IL","62257","St. Clair","130702564","Establishment","11/21/2013",
"The Precinct,Inc","The Precinct","113 E 3rd ","Sterling","IL","61081","Whiteside","130704970","Establishment","10/24/2013",
"THE PRIDE STORES, INC.","THE PRIDE OF CICERO","3100 S. Cicero Ave. ","Cicero","IL","60804","Cook","180704279","Establishment","04/18/2019",
"The Prime Cut, Inc.","Perry's Pizza Joynt","39 W. North Ave.","Northlake","IL","60164","Cook","130706355","Establishment","05/29/2014",
"THE PUB AT MIDTOWN, INC.","THE PUB AT MIDTOWN","71 West 1st","Manteno","IL","60950","Kankakee","120703719","Establishment","04/18/2013",
"The Pub, Inc.","The Pub, Inc.","406 Edward Street","Henry","IL","61537","Marshall","170704311","Establishment","04/12/2018",
"The Public League, Inc.","The Public League, Inc.","15200 Dixie Hwy","Harvey","IL","60426","Cook","170702869","Establishment","01/09/2018",
"The Pump, LLC","The Pump","1023 W MAIN","Hoopeston","IL","60942","Vermilion","140700635","Establishment","06/26/2014",
"The Purple Onion, Inc.","Purple Onion Restaurant","13150 W. 143rd Street","Homer Glen","IL","60491","Will","130703451","Establishment","12/19/2013",
"The R Ware Investments, Inc.","BEST VALUE LIQUORS","6105 w roosevelt rd","cicero","IL","60804","Cook","130706110","Establishment","05/28/2015",
"THE RAIL HOUSE LLC","Rail House","415 Railroad Ave. ","Round Lake","IL","60073","Lake","180700971","Establishment","08/02/2018",
"The Rathskeller & Sausage Shop, Inc.","The Rathskeller & Sausage Shop","1132 Auburn St","Rockford","IL","61103","Winnebago","130705404","Establishment","01/15/2014",
"The Real McCoys, Inc.","The Real McCoys Bar & Restaurant","504 N. Stanton St","Davis","IL","61019","Stephenson","120700189","Establishment","01/24/2013",
"The Red Light Bar and Grill LLC","The Red Light Bar and Grill LLC","428 Maine","Quincy","IL","62301","Adams","180703062","Establishment","03/01/2019",
"The Right Stop Too, Inc.","Conrad's Saloon","106 E. Main","Ashkum","IL","60911","Iroquois","120701180","Establishment","08/16/2012",
"The River Cafe 1, LLC","Charms","5595 127th Street","Crestwood","IL","60418","Cook","180701651","Establishment","09/14/2018",
"The River Cafe Properties LLC - Crestwood","Charms","13113 Rivercrest Drive","Crestwood","IL","60418","Cook","190702075","Establishment","11/07/2019",
"The River Cafe Properties LLC - Watseka","Charms","127 East Walnut Street","Watseka","IL","60970","Iroquois","180704205","Establishment","04/18/2019",
"THE ROOKIES, INC.","ROOKIES II","26440 WOOSTER LAKE DRIVE","INGLESIDE","IL","60041","Lake","130705296","Establishment","05/28/2015",
"THE RUSTIC INN-JONES-EEZ, INC.","The Rustic Inn","108 N Water Street","Wilmington","IL","60481","Will","120703633","Establishment","08/16/2012",
"The Saddle Room LLC","The Saddle Room","2559 Pratum Ave.","Hoffman Estates","IL","60192","Cook","120712501","Establishment","05/29/2014",
"The Sand Trap Inc.","The Sand Trap","120 East First Street","Gibson City","IL","60936","Ford","120700285","Establishment","07/19/2012",
"The Shores of Fairmont, LLC","Shores of Fairmont LLC","37641 N. Lake Shore Drive","Lake Villa","IL","60046","Lake","180700294","Establishment","09/14/2018",
"The Sidney Shadow, LLC","Sierra's Place","134 W Sale St.","Tuscola","IL","61953","Douglas","160703548","Establishment","01/26/2017",
"The Sidney Shadow, LLC","Sidney Saloon","204 South David","Sidney","IL","61877","Champaign","120712217","Establishment","08/22/2013",
"The Silver Front, Inc.","Silver Front","124 West Main Street","Galesburg","IL","61401","Knox","120706265","Establishment","03/20/2013",
"THE SIXTH ROOM, LLC","THE SIXTH ROOM","3325 S 6TH ST ROAD, STE 6","SOUTHERN VIEW","IL","62703","Sangamon","150703856","Establishment","01/28/2016",
"The Slide Inn Sports Grill Inc.","Slider's Pizza and Pub","16002 N Second Street","Chillicothe","IL","61523","Peoria","150701313","Establishment","12/16/2015",
"The Slurp & Burp Inc.","The Slurp & Burp","4319 S. Loran Road","Pearl City","IL","61062","Stephenson","130701545","Establishment","10/24/2013",
"The Sock Sports Bar & Grill, Inc.","The Sock Sports Bar & Grill Inc","9300 S Roberts Rd","Hickory Hills","IL","60457","Cook","120708227","Establishment","05/23/2013",
"The South Side Civic Club of Joliet, Illinois","South Side Civic Club","1214 Oakland Ave","Joliet","IL","60435","Will","120713092","Establishment","12/19/2013",
"The Spanish American Club, Incorporated","The Spanish American Club","413 Meeker Ave.","Joliet","IL","60432","Will","120703831","Establishment","12/20/2012",
"The Speakeasy, LLC","Joe's Bar, Gaming & Live Music","1919 Western Ave.","Mattoon","IL","61938","Coles","170701030","Establishment","05/25/2017",
"THE SPIRIT HOUSE, INC.","Spirit House I","2401 Sycamore Street","Cairo","IL","62914","Alexander","130704692","Establishment","10/24/2013",
"THE SPIRIT HOUSE, INC.","Spirit House II","114 Washington Avenue","Cairo","IL","62914","Alexander","130704700","Establishment","10/24/2013",
"The Sportsman Lounge, Inc.","The Sportsman Lounge","14348 Paulina","Dixmoor","IL","60426","Cook","140700936","Establishment","05/29/2014",
"THE STADIUM LLC","Pub 56","1555 Butterfield Road","Aurora","IL","60502","Kane","170700311","Establishment","08/24/2017",
"The Strike Zone, Inc.","Bowl Mor Streator","2416 N. Bloomington St.","Streator","IL","61364","La Salle","140704451","Establishment","05/28/2015",
"The Sweet Spot, Inc.","The Sweet Spot","2531 s. Des Plaines Ave.","North Riverside","IL","60546","Cook","120705657","Establishment","02/21/2013",
"The Tender Trap, Ltd.","The Tender Trap Sports Bar & Grill","109 S. Halsted Street","Chicago Heights","IL","60411","Cook","120705985","Establishment","03/20/2013",
"The Third Degree Club, Inc.","The Third Degree Club","7403 N. Radnor Rd.","Peoria","IL","616159436","Peoria","120707737","Establishment","02/26/2014",
"The Thirsty Beaver, Inc.","The Thirsty Beaver Inc","5599 127th Street","Crestwood","IL","60418","Cook","180703281","Establishment","01/30/2019",
"The Town Well, LLC","The Town Well","208 W. Main Street","Stanford","IL","61774","Mclean","170704023","Establishment","03/07/2018",
"THE TOY BAR, INC.","THE TOY BAR","13 WEST JEFFERSON","SULLIVAN","IL","61951","Moultrie","120700642","Establishment","10/18/2012",
"The Triangle Bar & Grill, LLC","The Triangle Bar & Grill","101 S. Commercial St. ","Woodson","IL","62695","Morgan","120702097","Establishment","09/20/2012",
"The Trolley,Inc.","The Trolley","2411 W Farmington Rd","West Peoria ","IL","61604","Peoria","120700172","Establishment","12/20/2012",
"THE TROPICS, INC.","The Tropics NorthPoint","301 NorthPoint Drive","Winthrop Harbor","IL","60096","Lake","120711241","Establishment","08/22/2013",
"The Turf Room Restaurant, Inc.","The Turf Room","650 Randall Crossing Lane","North Aurora","IL","60542","Kane","120700588","Establishment","09/19/2013",
"The Underpass Restaurant & Lounge, Inc.","The Underpass Restaurant & Lounge, Inc.","9400 W Grande Ave","Franklin Park","IL","60131","Cook","120709439","Establishment","06/20/2013",
"The Vault Bar and Grill Inc.","The Vault Bar and Grill","101 West Exchange Street","Danvers","IL","61732","Mclean","120700326","Establishment","11/21/2013",
"THE VAULT GAMING LOUNGE, LLC","THE VAULT GAMING LOUNGE, LLC","156 N East Railroad St","Ashley","IL","628081025","Washington","180701893","Establishment","09/14/2018",
"The Vault Tavern LLC","The Vault Tavern","308 Canal Street","Lemont","IL","60439","Cook","150701142","Establishment","05/28/2015",
"The Victory Tap,Inc.","The Victory Tap Sports Bar","2315 Harrison Ave.","Rockford","IL","61104","Winnebago","160700564","Establishment","04/21/2016",
"The Village Eatery Inc.","The Village Eatery Inc.","201 W. 144th St.","Riverdale","IL","60827","Cook","170702837","Establishment","08/02/2018",
"The Village Squire North, Inc","The Village Squire","4818 Northwest Hwy","Crystal Lake","IL","60014","Mchenry","170703103","Establishment","02/09/2018",
"THE VILLAGE SQUIRE, INC","Village Squire","125 Washington Street","West Dundee","IL","60118","Kane","130702314","Establishment","12/19/2013",
"THE VILLAGE TAVERN & GRILL OF CAROL STREAM, INC.","Village Tavern & Grill","291 So. Schmale Road","Carol Stream","IL","60188","DuPage","120702336","Establishment","03/20/2013",
"The Village Tavern Of Long Grove, Inc.","The Village Tavern of Long Grove ","135 Old McHenry Rd","Long Grove","IL","60047","Lake","140702231","Establishment","09/23/2014",
"THE WALNUT SPEAKEASY, INC.","The Walnut Speakeasy","214 Walnut Ave.","Elgin","IL","60123","Kane","120700240","Establishment","10/24/2013",
"The Warehouse Bar & Grille LLC","Chubby's Warehouse Bar & Grille","1022 East Broadway","Alton","IL","62002","Madison","180701313","Establishment","06/13/2018",
"THE WHINE GUYS, INC.","3 SIXTEEN WINE BAR","316 North Main Plaza","Chatham","IL","62629","Sangamon","170702105","Establishment","08/24/2017",
"The Whiskey Barrel LLC","The Whiskey Barrel","325 E Main St","Galesburg","IL","61401","Knox","180704151","Establishment","03/01/2019",
"THE WHISTLE STOP, LTD.","Whistle Stop Cafe","2090 E. Division St.","Diamond","IL","60416","Grundy","170700429","Establishment","06/28/2017",
"THE WINE CAFE, INC.","The Wine Cafe","130 Bridge Street","Wilmington","IL","60481","Will","160704304","Establishment","04/21/2017",
"The Workplace Pub Inc.","The Workplace Pub","605 Litchfield Road","East Gillespie","IL","62033","Macoupin","120709246","Establishment","08/22/2013",
"Theater 47 LLC","Theater 47 LLC","371 Artists Walk","Park Forest","IL","60466","Cook","190700913","Establishment","09/16/2019",
"Thee Snooty Fox and Hounds LLC","Thee Snooty Fox and Hounds","501 Willow Springs Blvd.  STE 100","Willow Springs","IL","60480","Cook","170702578","Establishment","11/16/2017",
"Theo's Thirsty Cow, LLC","Theo's Thirsty Cow","9042 E IL Route 72","Stillman Valley","IL","61084","Ogle","160700815","Establishment","04/21/2016",
"THEODORE J WEMHOENER","NORTH END TAVERN","1130 NORTH 24TH STREET","QUINCY","IL","62301","Adams","120707133","Establishment","02/21/2013",
"THEODORE J WEMHOENER","JOSE O'SHEAS","339 CEDAR STREET","QUINCY","IL","62301","Adams","120707134","Establishment","12/19/2013",
"Third Base Lounge, Inc.","Third Base Lounge","508-510 Moen Ave","Rockdale","IL","60436","Will","120705564","Establishment","05/23/2013",
"THIRD STREET CAFE, LLC","THIRD STREET CAFE LLC","1610 North Bloomington Street","Streator","IL","61364","La Salle","170702825","Establishment","01/09/2018",
"Third Ward Social Club","THIRD WARD SOCIAL CLUB","612 5th Ave. ","Aurora","IL","60505","Kane","120711791","Establishment","12/19/2013",
"Thirty Buck, Inc.","Thirty Buck","753 Ruby Street","Joliet","IL","60435","Will","120700735","Establishment","08/16/2012",
"THM ONE, INC.","Hometown Gyros","4712 147th St.","Midlothian","IL","60445","Cook","170700739","Establishment","09/21/2017",
"Thomas Endres ","Endres Tavern","1047 East Stanford Ave","Springfield","IL","62703","Sangamon","120708996","Establishment","06/20/2013",
"THOMAS'S BARBEQUE, INC.","THOMAS BBQ","71 Ayer St","Harvard","IL","60033","Mchenry","140702354","Establishment","08/21/2014",
"Thompsons 16 West, LLC","Thompson's 16 West LLC","406B W. Carpenter St. ","Jerseyville","IL","62052","Jersey","180703589","Establishment","09/16/2019",
"Thorne's Place, Inc.","Lucky Break","636 S. Main St.","Creve Coeur","IL","61610","Tazewell","120700452","Establishment","01/24/2013",
"Thorntons Inc.","Thorntons #112","14805 S. Cicero Ave.","Oak Forest","IL","60452","Cook","180702590","Establishment","11/07/2019",
"Thorntons Inc. ","Thorntons #301","5900 South Harlem Ave.","Summit","IL","60501","Cook","180702476","Establishment","03/01/2019",
"Thorntons Inc.","Thorntons #367","420 Dearborn Street","Havana","IL","62644","Mason","170702713","Establishment","11/16/2017",
"Three Crazy Chicks Inc.","Crazy Dog Saloon","111 Cantrall St.","Cantrall","IL","62625","Sangamon","130704293","Establishment","03/04/2016",
"Three Fingers, Inc.","King Pin Lanes","418 Lincoln Ave","Fox River Grove","IL","60021","Mchenry","120700781","Establishment","02/21/2013",
"Three Paws, Inc.","Ardmore Lounge","340 S. Ardmore","Villa Park","IL","60181","Dupage","120711586","Establishment","10/24/2013",
"Three Ravens, Inc.","Three Ravens Food & Spirits","108 S CHARTER ST ","Monticello","IL","61856","Piatt","130706230","Establishment","02/26/2014",
"Three Saints, Inc.","Johnny Vigs","4700 N. University, #15","Peoria","IL","61614","Peoria","120706432","Establishment","04/18/2013",
"Thunderbird of Taylorville Incorporated","Thunderbird Lounge","1405 South Houston St","Pana","IL","62568","Christian","120711440","Establishment","10/24/2013",
"TIANS ROSEBUD INC.","ROSEBUD CAFE","16 US HIGHWAY 51","PANA","IL","62557","Christian","140702507","Establishment","09/23/2014",
"Tiffany A. Leffler","Gimpy's on 150","285 Knox  Highway 2","Rio","IL","61472","Knox","120704955","Establishment","01/24/2013",
"TIFFANY'S 3 T, INC.","LUCKY TIPS","25445 S. Pheasant LN  STE M","Channahon","IL","60410","Grundy","170703956","Establishment","02/09/2018",
"TIFFANY'S BISTRO, INC.","TIFFANY'S BISTRO","5321 W 65TH ST","BEDFORD PARK","IL","60638","Cook","180703835","Establishment","01/30/2019",
"Tiffany's Entertainment, Inc.","Tiffany's ","1480 Cedarwood Dr ","Crest Hill","IL","60403","Will","180704440","Establishment","08/08/2019",
"TIG, Incorporated","Bambino's Family Restaurant","37 East 34th Street","Steger","IL","60475","Cook","120702102","Establishment","08/16/2012",
"TIGER TAIL LOUNGE, INC.","Tiger Tail Lounge","766 Clark Drive","ROCKFORD","IL","61107","Winnebago","120700571","Establishment","07/19/2012",
"Tigers Athletic Association of Aurora, Illinois","Tiger Athletic Assoc.","1040 6th Ave.","Aurora","IL","60505","Kane","140700567","Establishment","04/30/2014",
"Tiggs Park, Inc.","Demars Restaurant","12941 S. Western","Blue Island","IL","60465","Cook","120706857","Establishment","01/24/2013",
"TIIE Corp.","This Is It Eatery","16 N. Chicago Street","Freeport","IL","61032","Stephenson","170702122","Establishment","09/21/2017",
"Tilley's Tavern Inc","TILLEY'S TAVERN","303 EAST MAIN STREET","Mount Olive","IL","62069","Macoupin","130706231","Establishment","02/26/2014",
"Timberlake Club of Peoria","Timberlake Club of Peoria","5501 W Farmington Rd","Peoria","IL","61604","Peoria","140701468","Establishment","11/20/2014",
"TIMBUKTU SALOON INC.","TIMBUKTU SALOON","5843 EAST U.S. ROUTE 36","DECATUR","IL","62521","Macon","120700539","Establishment","12/20/2012",
"Timbuktu Saloon Inc.","The Draft Sports Bar & Grill","5180 N. Hickory Point Frontage Road","Decatur","IL","62526","Macon","150704284","Establishment","01/28/2016",
"TIME 2 BITE, INC.","Time 2 Bite","25855 W. Route 173","Antioch","IL","60002","Lake","160703098","Establishment","01/26/2017",
"TIME AFTER TIME INCORPORATED","TIME AFTER TIME SPORTS PUB","6133 W. Cermak Rd.","Cicero","IL","60804","Cook","180703301","Establishment","01/30/2019",
"TIME OUT BAR & GRILL, LLC","TIME OUT SPORTS BAR & GRILL","111 W. MARKET","TROY","IL","62294","Madison","120705984","Establishment","12/20/2012",
"Time-Out Sports Pub and Grille, Inc.","Time Out Sports Pub","1706 7th Street","Winthrop Harbor","IL","60096","Lake","120711485","Establishment","08/22/2013",
"TIMKA Inc. ","The Penalty Box","1419 4th St","Charleston","IL","61920","Coles","180704577","Establishment","04/18/2019",
"Timothy Hughes","BIG ""T""S","2126 East Morton Avenue, Suite B","Jacksonville","IL","62650","Morgan","180703422","Establishment","01/30/2019",
"Tin Ceiling Tavern, LTD.","Tin Ceiling Tavern","2012 Ridge Rd.","Homewood","IL","60430","Cook","120709426","Establishment","05/23/2013",
"Tina Carrigan-Wallace ","Tina's Coach Stop","3522 W Lincoln Avenue","Peoria","IL","61604","Peoria","170700486","Establishment","05/25/2017",
"Tina G's Inc.","Tina G's","8 E Park St","Mundelein","IL","60060","Lake","150704190","Establishment","07/20/2016",
"Tina M. Madson","Pour House","111 West Locust St.","Fieldon","IL","62031","Jersey","120706070","Establishment","11/21/2013",
"TINA'S TAVERN, INC.","TINA'S TAVERN","301 Main St","Pocahontas ","IL","62275","Clinton","130703801","Establishment","04/30/2014",
"Tinley Park Bowling Lanes, Inc.","Tinley Park Bowling Lanes","7601 W. 183rd Street","Tinley Park","IL","60477","Will","140702076","Establishment","10/27/2014",
"Tinsman Enterprises, Inc.","The Crowd Around Me","103 E. Jefferson St.","Shorewood","IL","60404","Will","180701207","Establishment","09/14/2018",
"Tippie LLC","Eagle's Nest Sports Grill","501 Main St.","Keithsburg","IL","61442","Mercer","120712503","Establishment","10/24/2013",
"Tipsy Enterprises, Inc.","The Shooters Bar & Grill","215 S. Tanner Street","Rantoul","IL","61866","Champaign","170701153","Establishment","06/28/2017",
"Tipsy Enterprises, Inc.","The Rantoul Pub","114 E. Congress","Rantoul","IL","61866","Champaign","160704022","Establishment","04/21/2017",
"TIPSY'S TAP, INCORPORATED","TIPSY'S TAP","6802 26th ST.","Berwyn","IL","60402","Cook","160700359","Establishment","04/21/2016",
"TIPSY, LLC","TIPSY","79 SOUTH HENNEPIN","DIXON","IL","61021","Lee","120702056","Establishment","10/18/2012",
"TISA R WINFREE","TEEZER'S","215 CASEYVILLE RD ","Collinsville","IL","62234","Madison","130701870","Establishment","11/21/2013",
"TJ's Enterprises of Benld, Inc.","TJ's Enterprises","205 N Hardroad ","Mount Clare","IL","62009","Macoupin","130704828","Establishment","02/26/2014",
"TJBC, Inc.","Main Street Brewing Co 4204","6435 W Main St.","Belleville","IL","62223","St. Clair","170702264","Establishment","04/18/2019",
"TJS BAR AND GRILL, LLC","TJ'S BAR AND GRILL","3145 Rt 20 , suite #207","Elgin","IL","60124","Kane","180702716","Establishment","01/30/2019",
